k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae;g__Cyphellophora	1.0	9.25	22.5	44.5	193.0	1.0	5.5	15.5	20.0	99.0	1.0	4.0	18.0	37.5	191.0	1.0	1.0	2.5	8.0	26.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;__	1.0	3.25	8.0	11.5	51.0	1.0	4.75	12.5	45.0	170.0	1.0	1.0	11.0	43.75	202.0	1.0	2.5	11.5	17.25	27.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora	1.0	1.0	29.0	39.5	57.0	1.0	1.0	21.0	40.0	59.0	1.0	1.0	1.0	15.75	122.0	1.0	1.0	11.5	26.25	44.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala	5.0	89.5	134.0	184.5	304.0	30.0	158.5	228.0	361.5	484.0	1.0	58.5	106.0	279.25	1171.0	6.0	48.75	79.5	128.5	165.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified	1.0	1.0	1.0	12.0	99.0	1.0	2.5	9.5	48.25	100.0	1.0	1.0	1.0	12.5	78.0	1.0	1.0	3.5	17.5	499.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	24.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;__	1.0	1.0	5.0	8.25	16.0	1.0	1.0	1.0	2.75	10.0	1.0	1.0	1.0	9.25	42.0	1.0	1.0	1.0	4.5	7.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus	1.0	1.0	1.0	11.0	12.0	1.0	2.5	7.0	10.25	47.0	1.0	1.0	1.0	1.0	13.0	1.0	1.0	1.0	1.0	17.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	1.0	12.75	21.0	29.25	67.0	1.0	11.5	13.0	19.75	37.0	1.0	1.0	7.5	27.75	54.0	1.0	1.0	2.5	23.75	33.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Sagenomella	1.0	1.0	4.0	8.0	14.0	1.0	1.0	6.5	12.0	17.0	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	1.0	8.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces	1.0	3.25	13.0	33.75	84.0	1.0	4.75	5.0	12.75	34.0	1.0	1.0	3.5	29.5	202.0	1.0	1.0	3.5	15.25	51.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__Gymnoascus	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;__;__	1.0	20.75	36.0	64.5	180.0	1.0	7.0	12.0	24.5	30.0	1.0	14.5	25.0	41.25	200.0	8.0	91.5	243.5	387.5	561.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Mollisia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;__	1.0	1.0	5.5	10.5	44.0	1.0	1.0	1.0	5.0	14.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.75	21.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora	1.0	1.0	1.0	2.25	30.0	1.0	1.0	5.5	8.5	14.0	1.0	1.0	1.0	1.0	57.0	1.0	1.0	1.0	1.0	5.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus	1.0	9.25	262.5	764.25	2421.0	1.0	1.0	15.0	70.0	501.0	1.0	1.0	1.0	138.0	746.0	1.0	1.0	1.0	7.5	754.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Infundichalara	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Scytalidium	1.0	1.0	1.0	1.0	30.0	1.0	1.0	3.0	6.0	7.0	1.0	1.0	1.0	1.5	15.0	1.0	1.0	1.0	6.5	15.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tetracladium	1.0	2.5	7.5	18.75	26.0	1.0	7.0	12.5	29.5	56.0	1.0	1.0	7.5	16.0	29.0	1.0	12.0	17.0	37.5	94.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Cadophora	1.0	1.0	1.0	1.0	51.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	19.0	1.0	1.0	1.0	2.0	10.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Mycoarthris	1.0	13.75	22.5	49.25	2026.0	1.0	7.5	13.0	23.5	58.0	1.0	1.0	1.0	11.0	21.0	1.0	1.0	9.0	25.25	115.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Arachnopeziza	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella	1.0	1.0	1.0	10.25	16.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
